CandidateID,FirstName,LastName,DepartmentID,JobRoleID,ApplicationDate,RecruitmentSource,Stage
CAN004246,,Okafor,DEP007,JR053,2022-10-21,Job Portal,Applied
CAN004247,Mark,Ekwueme,DEP010,JR073,2021-04-25,Job Portal,Applied
CAN004248,Michael,Oshodi,DEP014,JR096,2024-03-06,Company Website,Applied
CAN004249,Michael,Olawale,DEP013,JR090,2021-01-05,Campus Recruitment,Interviewed
CAN004250,John,Akinwale,DEP005,JR038,2025-01-03,Job Portal,Hired
CAN004251,Joshua,Adetokunbo,DEP004,JR031,2024-06-02,Campus Recruitment,Applied
CAN004252,Cornelius,Ekwueme,DEP014,JR100,2024-06-02,Referral,Shortlisted
CAN004253,Joseph,Oyekan,DEP015,JR102,2019-07-28,Referral,Hired
CAN004254,Comfort,Oshodi,DEP001,JR007,2021-11-14,Referral,Offered
CAN004255,Stephen,Adeyemi,DEP008,JR063,2019-10-10,Campus Recruitment,Applied
CAN004256,Peter,Adeyemi,DEP005,JR037,2019-06-16,Referral,Offered
CAN004257,Patience,Ogunleye,DEP011,JR074,2025-07-03,Company Website,Hired
CAN004258,Peter,Ibrahim,DEP009,JR068,2023-12-17,Campus Recruitment,Applied
CAN004259,Mary,Ibrahim,DEP007,JR054,2019-12-14,LinkedIn,Applied
CAN004260,Esther,Oyekan,DEP001,JR006,2021-09-17,Campus Recruitment,Rejected
CAN004261,Benjamin,Nnamani,DEP008,JR062,2022-08-05,Job Portal,Interviewed
CAN004262,Benjamin,Ekwueme,DEP011,JR074,2020-01-14,LinkedIn,Rejected
CAN004263,John,Nnamani,DEP015,JR106,2024-02-02,Campus Recruitment,Shortlisted
CAN004264,Grace,Oshodi,DEP010,JR071,2021-02-11,LinkedIn,Rejected
CAN004265,Joy,Ogunleye,DEP005,JR037,2025-12-01,LinkedIn,Applied
CAN004266,Michael,Ojo,DEP012,JR088,2023-05-07,Job Portal,Hired
CAN004267,Angela,Ogunleye,DEP012,JR087,2020-09-18,Indeed,Hired
CAN004268,Emmanuel,Adeyemi,DEP004,JR028,2019-07-08,LinkedIn,Applied
CAN004269,Peace,Chukwu,DEP006,JR048,2024-10-10,NIL,Shortlisted
CAN004270,Emmanuel,Okafor,DEP001,JR007,2022-10-10,Company Website,Shortlisted
CAN004271,Charity,Olawale,DEP003,JR020,2024-06-11,LinkedIn,Rejected
CAN004272,Faith,Adeyemi,DEP004,JR031,2020-06-04,LinkedIn,Offered
CAN004273,Andrew,Oyekan,DEP004,JR028,2025-06-11,Campus Recruitment,Shortlisted
CAN004274,Michael,Olawale,DEP015,JR106,2020-06-28,Referral,Hired
CAN004275,Angela,Ojo,DEP013,JR089,2021-10-21,NIL,Offered
CAN004276,Hope,Okonkwo,DEP002,JR012,2020-09-13,Campus Recruitment,Interviewed
CAN004277,Joy,Okafor,DEP014,JR095,2025-11-07,Company Website,Shortlisted
CAN004278,Elizabeth,Eze,DEP013,JR090,2020-04-27,Job Portal,Offered
CAN004279,John,Adetokunbo,DEP007,JR051,2025-03-17,Company Website,Rejected
CAN004280,Cornelius,Adeyemi,DEP015,JR102,2025-05-07,LinkedIn,Rejected
CAN004281,David,Ojo,DEP012,JR087,2024-07-28,Referral,Interviewed
CAN004282,Andrew,Eze,DEP004,JR025,2025-01-25,Job Portal,Hired
CAN004283,Sarah,Ogunleye,DEP013,JR089,2019-01-08,Campus Recruitment,Interviewed
CAN004284,Simon,Olawale,DEP007,JR057,2023-11-13,LinkedIn,Applied
CAN004285,Ruth,Obasanjo,DEP012,JR087,2021-07-24,Company Website,Offered
CAN004286,Gloria,Obi,DEP012,JR086,2022-05-19,Referral,Hired
CAN004287,Philip,Nnamani,DEP010,JR073,2019-10-24,Referral,Offered
CAN004288,Gabriel,Chukwu,DEP015,JR104,2021-06-27,Campus Recruitment,Offered
CAN004289,Peter,Ekwueme,DEP012,JR088,2021-07-03,Referral,Rejected
CAN004290,Cornelius,Okafor,DEP011,JR080,2025-06-02,Job Portal,Rejected
CAN004291,Gabriel,Chukwu,DEP011,JR079,2022-09-06,Referral,Shortlisted
CAN004292,Joy,Ekwueme,DEP012,JR082,2022-11-19,Job Portal,Applied
CAN004293,Philip,Ekwueme,DEP003,JR024,2025-09-24,Campus Recruitment,Shortlisted
CAN004294,Elizabeth,Okonkwo,DEP005,JR037,2021-04-07,Campus Recruitment,Interviewed
CAN004295,Deborah,Olawale,DEP001,JR001,2024-08-08,LinkedIn,Interview
CAN004296,Esther,Eze,DEP003,JR020,2022-02-01,LinkedIn,Shortlisted
CAN004297,Patience,Obasanjo,DEP002,JR010,2024-12-25,Job Portal,Hired
CAN004298,Grace,Adetokunbo,DEP012,JR086,2022-12-15,Campus Recruitment,Shortlisted
CAN004299,Victoria,Ojo,DEP002,JR013,2021-07-06,Job Portal,Applied
CAN004300,,Nnamani,DEP002,JR016,2020-06-07,Campus Recruitment,Applied
CAN004301,Esther,Okafor,DEP005,JR041,2023-07-24,Referral,Unknown
CAN004302,Hope,Okafor,DEP005,JR036,2025-08-04,Company Website,Offered
CAN004303,Elizabeth,Abiola,DEP005,JR036,2019-01-03,Campus Recruitment,Rejected
CAN004304,Daniel,Olawale,DEP008,JR062,2020-03-20,Job Portal,Interview
CAN004305,Michael,Okonkwo,DEP012,JR082,2024-10-08,LinkedIn,Hired
CAN004306,Gloria,Eze,DEP005,JR041,2020-08-28,Company Website,Rejected
CAN004307,James,Eze,DEP004,JR034,2019-09-17,Referral,Applied
CAN004308,Philip,Oshodi,DEP006,JR047,2022-10-06,Job Portal,Hired
CAN004309,Patience,Ogunleye,DEP007,JR056,2023-11-07,Company Website,Hired
CAN004310,Simon,Adetokunbo,DEP006,JR047,2023-05-10,Company Website,Offered
CAN004311,Cornelius,Obasanjo,DEP007,JR050,2024-12-09,Job Portal,Rejected
CAN004312,,Ogunleye,DEP012,JR087,2025-02-11,Campus Recruitment,Applied
CAN004313,Faith,Adetokunbo,DEP003,JR018,2019-07-14,Company Website,Interviewed
CAN004314,Michael,Olawale,DEP015,JR103,2025-04-10,Referral,Hired
CAN004315,Esther,Abiola,DEP010,JR072,2022-10-04,Company Website,Hired
CAN004316,Deborah,Obasanjo,DEP007,JR050,2023-05-24,LinkedIn,Applied
CAN004317,Peace,Ibrahim,DEP002,JR014,2022-05-10,Job Portal,Offered
CAN004318,Sarah,Abiola,DEP005,JR036,2023-12-17,Job Portal,Offered
CAN004319,Emmanuel,Balogun,DEP001,JR004,2025-06-08,LinkedIn,Shortlisted
CAN004320,,Okafor,DEP004,JR029,2021-09-28,Company Website,Shortlisted
CAN004321,Stephen,Eze,DEP015,JR101,2021-01-11,Campus Recruitment,Rejected
CAN004322,Sarah,Ibrahim,DEP015,JR102,2024-10-21,Campus Recruitment,Rejected
CAN004323,Benjamin,Oshodi,DEP005,JR040,2023-05-23,Campus Recruitment,Offered
CAN004324,Joshua,Okonkwo,DEP011,JR074,2025-05-02,Referral,Shortlisted
CAN004325,Blessing,Eze,DEP014,JR098,2023-03-16,LinkedIn,Hired
CAN004326,Joshua,Adetokunbo,DEP003,JR024,2025-04-16,Campus Recruitment,Interviewed
CAN004327,Andrew,Ojo,DEP011,JR079,2019-02-02,Job Portal,Applied
CAN004328,Juliet,Uche,DEP007,JR052,2025-09-08,Company Website,Offered
CAN004329,Philip,Ekwueme,DEP010,JR070,2019-05-22,Referral,Hired
CAN004330,Cornelius,Okafor,DEP008,JR063,2020-02-18,Referral,Interviewed
CAN004331,Emmanuel,Ojo,DEP014,JR097,2020-09-12,Job Portal,Applied
CAN004332,Faith,Oyekan,DEP013,JR092,2024-06-17,Referral,Applied
CAN004333,Mark,,DEP008,JR063,2021-03-26,Company Website,Applied
CAN004334,Nathaniel,Nnamani,DEP006,JR049,2020-06-02,Campus Recruitment,Applied
CAN004335,Ruth,Olawale,DEP007,JR052,2021-08-23,LinkedIn,Rejected
CAN004336,Gloria,Obasanjo,DEP011,JR078,2019-07-13,Job Portal,Applied
CAN004337,Charity,Ekwueme,DEP001,JR007,2022-10-18,Campus Recruitment,Rejected
CAN004338,Peace,Adetokunbo,DEP002,JR011,2024-03-01,Company Website,Applied
CAN004339,Deborah,Oyekan,DEP012,JR083,2019-02-03,Job Portal,Rejected
CAN004340,Mary,Okafor,DEP007,JR057,2024-11-09,Company Website,Offered
CAN004341,David,Adetokunbo,DEP002,JR013,2025-12-26,Campus Recruitment,Shortlisted
CAN004342,Joshua,Adeyemi,DEP004,JR031,2021-11-22,LinkedIn,Interviewed
CAN004343,Joshua,Chukwu,DEP001,JR008,2023-07-09,Job Portal,Rejected
CAN004344,David,Ojo,DEP004,JR025,2022-11-22,Job Portal,Shortlisted
CAN004345,Deborah,Okafor,DEP004,JR029,2023-09-27,Referral,Appliedd
CAN004346,Charity,Eze,DEP007,JR054,2021-05-25,Campus Recruitment,Shortlisted
CAN004347,Esther,Obasanjo,DEP014,JR095,2021-05-10,LinkedIn,Applied
CAN004348,Peter,Chukwu,DEP009,JR067,2023-04-19,Campus Recruitment,Applied
CAN004349,Simon,Oyekan,DEP007,JR053,2022-08-13,Referral,Interviewed
CAN004350,Cornelius,Ekwueme,DEP004,JR029,2021-06-04,Company Website,Shortlisted
CAN004351,David,Balogun,DEP001,JR003,2025-09-22,Company Website,Interviewed
CAN004352,Mark,Olawale,DEP008,JR063,2025-04-17,Company Website,Shortlisted
CAN004353,Victoria,Okafor,DEP010,JR070,2021-01-27,Campus Recruitment,Applied
CAN004354,Patience,Ibrahim,DEP006,JR048,2023-10-14,Walk In,Hired
CAN004355,Joshua,Ogunleye,DEP012,JR086,2023-04-06,Referral,Applied
CAN004356,Daniel,Olawale,DEP008,JR061,2022-05-07,Job Portal,Applied
CAN004357,Mary,Ekwueme,DEP001,JR001,2020-08-23,Walk In,Hired
CAN004358,Deborah,Nnamani,DEP005,JR041,2020-09-13,Job Portal,Applied
CAN004359,Faith,Adetokunbo,DEP008,JR059,2021-01-13,Referral,Hired
CAN004360,Joshua,Obasanjo,DEP005,JR041,2023-10-14,Job Portal,Applied
CAN004361,David,Ogunleye,DEP001,JR008,2024-10-27,Company Website,Hired
CAN004362,Joshua,Adetokunbo,DEP001,JR004,2024-09-16,Campus Recruitment,Shortlisted
CAN004363,Elizabeth,Oyekan,DEP012,JR088,2021-12-22,Referral,Offered
CAN004364,Stephen,Obasanjo,DEP015,JR104,2022-12-21,LinkedIn,Applied
CAN004365,Gabriel,Abiola,DEP004,JR030,2022-05-21,Campus Recruitment,Rejected
CAN004366,David,Obasanjo,DEP007,JR050,2025-08-10,Referral,Interviewed
CAN004367,Sarah,Obasanjo,DEP002,JR016,2024-08-23,Referral ,Rejected
CAN004368,Gabriel,Uche,DEP004,JR027,2023-06-12,Referral,Hired
CAN004369,Blessing,Okafor,DEP009,JR064,2023-04-21,Referral,Hired
CAN004370,Joy,Oyekan,DEP004,JR031,2021-08-06,Company Website,Hired
CAN004371,Joseph,Obi,DEP015,JR101,2023-12-15,Job Portal,Rejected
CAN004372,Victoria,Oshodi,DEP008,JR060,2022-04-20,Job Portal,Hired
CAN004373,Hope,Balogun,DEP001,JR006,2022-09-15,Referral,Shortlisted
CAN004374,Philip,Ibrahim,DEP005,JR040,2023-09-04,Referral,Shortlisted
CAN004375,Ruth,,DEP014,JR097,2021-03-02,Referral,Hired
CAN004376,Charity,Adetokunbo,DEP003,JR021,2025-11-17,Referral,Hired
CAN004377,Andrew,Olawale,DEP001,JR005,2019-12-12,Job Portal,Applied
CAN004378,Simon,Akinwale,DEP001,JR002,2020-10-05,Company Website,Shortlisted
CAN004379,Grace,Balogun,DEP001,JR008,2023-11-02,LinkedIn,Applied
CAN004380,Esther,Akinwale,DEP004,JR031,2021-10-17,Campus Recruitment,Interviewed
CAN004381,Nathaniel,Nnamani,DEP002,JR014,2020-06-24,LinkedIn,Rejected
CAN004382,Emmanuel,Chukwu,DEP009,JR066,2022-06-07,Referral,Shortlisted
CAN004383,Gabriel,Uche,DEP002,JR014,2021-09-21,Referral,Offered
CAN004384,Charity,Olawale,DEP004,JR029,2021-11-28,LinkedIn,Rejected
CAN004385,Elizabeth,Ogunleye,DEP007,JR053,2022-09-18,Company Website,Offered
CAN004386,Ruth,Ekwueme,DEP008,JR061,2020-01-02,LinkedIn,Offered
CAN004387,Joy,Chukwu,DEP012,JR084,2022-03-04,Referral,Applied
CAN004388,Hope,Oshodi,DEP004,JR029,2022-04-21,LinkedIn,Shortlisted
CAN004389,Ruth,Chukwu,DEP001,JR008,2022-12-01,Job Portal,Hired
CAN004390,Simon,Okafor,DEP005,JR038,2023-01-07,Job Portal,Hired
CAN004391,Gabriel,Obi,DEP004,JR029,2024-06-21,Referral,Applied
CAN004392,Daniel,Chukwu,DEP003,JR023,2020-06-01,Company Website,Shortlisted
CAN004393,Daniel,Adetokunbo,DEP007,JR053,2020-02-23,LinkedIn,Applied
CAN004394,Grace,Obi,DEP015,JR103,2020-06-16,Referral,Offered
CAN004395,Gloria,Nnamani,DEP008,JR060,2020-03-13,Campus Recruitment,Applied
CAN004396,Gabriel,Nnamani,DEP005,JR039,2020-02-27,Job Portal,Hired
CAN004397,James,Akinwale,DEP002,JR010,2023-08-03,Campus Recruitment,Accepted
CAN004398,Agnes,Obi,DEP002,JR016,2022-02-20,NIL,Applied
CAN004399,Agnes,Akinwale,DEP014,JR098,2024-09-06,Referral,Hired
CAN004400,Philip,Eze,DEP001,JR003,2019-10-11,Job Portal,Rejected
CAN004401,Samuel,Olawale,DEP005,JR035,2025-03-06,Referral,Rejected
CAN004402,Paul,Oshodi,DEP014,JR098,2020-04-14,Job Portal,Rejected
CAN004403,Daniel,Ojo,DEP010,JR069,2024-02-10,Company Website,Hired
CAN004404,John,Ogunleye,DEP006,JR044,2022-02-26,Referral,Offered
CAN004405,Mark,Okonkwo,DEP014,JR095,2022-12-13,Job Portal,Interviewed
CAN004406,Peace,Ibrahim,DEP005,JR041,2023-08-09,Campus Recruitment,Interviewed
CAN004407,Comfort,Akinwale,DEP001,JR004,2021-01-01,LinkedIn,Shortlisted
CAN004408,John,Ogunleye,DEP003,JR018,2022-05-19,Referral,Shortlisted
CAN004409,Grace,Ojo,DEP013,JR094,2025-02-10,Company Website,Rejected
CAN004410,Esther,Oyekan,DEP006,JR047,2021-10-07,Job Portal,Applied
CAN004411,Patience,Uche,DEP015,JR101,2024-08-15,Company Website,Hired
CAN004412,Comfort,Adetokunbo,DEP014,JR096,2019-11-07,Company Website,Shortlisted
CAN004413,Patience,Obasanjo,DEP009,JR067,2024-06-24,Referral,Interviewed
CAN004414,Philip,Okonkwo,DEP004,JR034,2019-07-22,linkedin,Rejected
CAN004415,John,Okafor,DEP013,JR094,2022-12-18,Job Portal,Applied
CAN004416,Peace,Oyekan,DEP007,JR053,2023-05-20,Job Portal,Offered
CAN004417,Mark,Ekwueme,DEP013,JR091,2022-02-23,LinkedIn,Shortlisted
CAN004418,Joseph,Oyekan,DEP003,JR019,2025-01-12,Walk In,Unknown
CAN004419,Peace,Obasanjo,DEP002,JR012,2019-04-16,LinkedIn,Shortlisted
CAN004420,Elizabeth,Ojo,DEP011,JR079,2020-04-10,Company Website,Applied
CAN004421,Mary,Abiola,DEP015,JR106,2019-08-15,Campus Recruitment,Hired
CAN004422,,Obi,DEP005,JR041,2024-06-21,Company Website,Shortlisted
CAN004423,Mary,Oshodi,DEP015,JR106,2023-01-28,Referral,Offered
CAN004424,Victoria,Ekwueme,DEP002,JR016,2023-02-03,Company Website,Interviewed
CAN004425,,Eze,DEP006,JR042,2021-07-12,Referral,Hired
CAN004426,Paul,Balogun,DEP004,JR025,2023-11-07,Campus Recruitment,Applied
CAN004427,Gloria,Eze,DEP002,JR010,2022-07-19,Job Portal,Interviewed
CAN004428,Victoria,Obi,DEP012,JR084,2021-09-13,Campus Recruitment,Rejected
CAN004429,Victoria,Obi,DEP004,JR025,2021-07-01,Campus Recruitment,Offered
CAN004430,Mary,Ojo,DEP012,JR084,2024-05-20,Company Website,Applied
CAN004431,Comfort,Obasanjo,DEP007,JR055,2021-04-05,Job Portal,Shortlisted
CAN004432,Elizabeth,Okafor,DEP003,JR023,2023-10-23,Job Portal,Interviewed
CAN004433,Philip,Adetokunbo,DEP013,JR092,2023-10-12,Company Website,Interviewed
CAN004434,Daniel,Uche,DEP013,JR094,2023-02-21,LinkedIn,Shortlisted
CAN004435,Gloria,Adeyemi,DEP002,JR016,2025-09-06,LinkedIn,Shortlisted
CAN004436,Simon,Adeyemi,DEP014,JR099,2021-09-21,Company Website,Rejected
CAN004437,Hope,,DEP003,JR017,2023-10-17,Campus Recruitment,Hired
CAN004438,Mary,Oshodi,DEP002,JR016,2021-08-27,Job Portal,Offered
CAN004439,Faith,Ojo,DEP012,JR082,2025-12-11,LinkedIn,Rejected
CAN004440,James,Ibrahim,DEP011,JR075,2020-02-26,Company Website,Hired
CAN004441,Patience,Obi,DEP006,JR048,2019-06-05,Campus Recruitment,Hired
CAN004442,Peter,Nnamani,DEP011,JR075,2020-07-23,Company Website,Offered
CAN004443,Comfort,Okonkwo,DEP005,JR039,2024-09-09,LinkedIn,Interviewed
CAN004444,Philip,Chukwu,DEP005,JR040,2022-05-13,Campus Recruitment,Interviewed
CAN004445,Deborah,Okonkwo,DEP011,JR078,2021-05-15,Job Portal,Offered
CAN004446,Mark,Adeyemi,DEP011,JR081,2025-11-19,Job Portal,Rejected
CAN004447,Esther,Chukwu,DEP007,JR053,2020-12-05,Campus Recruitment,Offered
CAN004448,Stephen,Ogunleye,DEP012,JR083,2025-02-20,Job Portal,Applied
CAN004449,Charity,Ibrahim,DEP014,JR097,2020-12-16,Campus Recruitment,Offered
CAN004450,Benjamin,Olawale,DEP015,JR102,2022-06-23,Job Portal,Shortlisted
CAN004451,Gloria,Akinwale,DEP009,JR066,2023-11-26,LinkedIn,Shortlisted
CAN004452,Joshua,Oshodi,DEP004,JR031,2019-12-23,Referral,Hired
CAN004453,Stephen,Ibrahim,DEP005,JR039,2023-06-17,Job Portal,Interviewed
CAN004454,Mary,Ekwueme,DEP011,JR081,2024-10-20,LinkedIn,Hired
CAN004455,Ruth,Ekwueme,DEP012,JR084,2025-06-05,Job Portal,Interviewed
CAN004456,Cornelius,Ibrahim,DEP008,JR058,2020-03-09,Campus Recruitment,Shortlisted
CAN004457,Ruth,Olawale,DEP013,JR092,2022-08-01,Job Portal,Interviewed
CAN004458,Faith,Olawale,DEP014,JR096,2025-11-15,Campus Recruitment,Interviewed
CAN004459,Samuel,Oshodi,DEP013,JR090,2023-03-01,Campus Recruitment,Applied
CAN004460,Paul,Akinwale,DEP012,JR082,2024-08-17,LinkedIn,Interviewed
CAN004461,Benjamin,Uche,DEP008,JR063,2023-04-24,Job Portal,Applied
CAN004462,Andrew,Adeyemi,DEP014,JR097,2023-11-09,Job Portal,Hired
CAN004463,Juliet,Ekwueme,DEP005,JR037,2022-06-14,LinkedIn,Shortlisted
CAN004464,Cornelius,Uche,DEP008,JR060,2023-06-02,Job Portal,Rejected
CAN004465,Angela,Ogunleye,DEP003,JR018,2019-03-01,Job Portal,Rejected
CAN004466,Patience,Chukwu,DEP005,JR035,2021-12-02,LinkedIn,Rejected
CAN004467,Joy,Oshodi,DEP015,JR106,2020-01-26,Job Portal,Interviewed
CAN004468,Sarah,Akinwale,DEP001,JR005,2020-01-14,Company Website,Rejected
CAN004469,Sarah,Ibrahim,DEP012,JR088,2019-01-26,LinkedIn,Shortlisted
CAN004470,Agnes,Abiola,DEP006,JR049,2019-06-22,Company Website,Interviewed
CAN004471,David,Uche,DEP004,JR031,2019-09-17,Company Website,Interviewed
CAN004472,Benjamin,Ojo,DEP015,JR101,2021-11-03,Referral,Hired
CAN004473,Mary,Okonkwo,DEP004,JR031,2020-08-05,Company Website,Rejected
CAN004474,Victoria,Olawale,DEP001,JR007,2021-08-03,Referral,Interviewed
CAN004475,Mark,Oyekan,DEP010,JR071,2022-07-22,Job Portal,Rejected
CAN004476,Cornelius,,DEP004,JR029,2020-06-09,Job Portal,Offered
CAN004477,Emmanuel,Ogunleye,DEP011,JR081,2023-03-03,Company Website,Hired
CAN004478,James,Oyekan,DEP010,JR072,2024-08-15,Job Portal,Hired
CAN004479,Mark,Olawale,DEP008,JR059,2021-08-22,Campus Recruitment,Shortlisted
CAN004480,Ruth,Abiola,DEP014,JR100,2025-01-09,Company Website,Shortlisted
CAN004481,Angela,Abiola,DEP004,JR032,2021-01-27,LinkedIn,Applied
CAN004482,Michael,Ogunleye,DEP009,JR068,2025-02-26,Referral,Hired
CAN004483,Daniel,Balogun,DEP010,JR071,2020-02-01,Company Website,Rejected
CAN004484,Gabriel,Olawale,DEP014,JR100,2022-10-05,LinkedIn,Interviewed
CAN004485,Victoria,Ekwueme,DEP011,JR079,2025-11-27,Job Portal,Shortlisted
CAN004486,Stephen,Adeyemi,DEP012,JR087,2023-01-27,Company Website,Interviewed
CAN004487,Emmanuel,Abiola,DEP007,JR056,2019-12-27,Referral,Rejected
CAN004488,Ruth,Balogun,DEP013,JR094,2025-04-13,Company Website,Shortlisted
CAN004489,Nathaniel,Okonkwo,DEP013,JR090,2021-03-14,LinkedIn,Rejected
CAN004490,David,Oyekan,DEP013,JR093,2023-04-11,LinkedIn,Shortlisted
CAN004491,James,Oshodi,DEP005,JR036,2022-12-24,Referral,Rejected
CAN004492,Patience,Adetokunbo,DEP005,JR039,2025-07-25,Company Website,Interviewed
CAN004493,Elizabeth,Ekwueme,DEP011,JR076,2021-06-09,LinkedIn,Rejected
CAN004494,David,Okonkwo,DEP004,JR030,2019-07-05,Referral,Shortlisted
CAN004495,Comfort,Oyekan,DEP012,JR083,2021-06-18,Company Website,Rejected
CAN004496,Charity,Obasanjo,DEP004,JR027,2020-07-02,Company Website,Rejected
CAN004497,Charity,Chukwu,DEP014,JR097,2025-10-23,Referral,Applied
CAN004498,David,Obi,DEP015,JR103,2019-03-12,Referral,Applied
CAN004499,Stephen,Balogun,DEP003,JR019,2020-04-28,LinkedIn,Applied
CAN004500,Comfort,Uche,DEP004,JR034,2024-10-20,Referral,Rejected
CAN004501,Peace,Oshodi,DEP011,JR079,2019-02-09,Referral,Shortlisted
CAN004502,Philip,Ojo,DEP011,JR075,2020-03-21,Job Portal,Rejected
CAN004503,Juliet,Oyekan,DEP003,JR017,2022-02-08,LinkedIn,Shortlisted
CAN004504,Juliet,Ogunleye,DEP014,JR097,2023-12-14,Company Website,Applied
CAN004505,Benjamin,Adeyemi,DEP011,JR081,2021-06-06,Company Website,Rejected
CAN004506,Philip,Oyekan,DEP006,JR049,2021-10-05,Job Portal,Interviewed
CAN004507,Peter,Oyekan,DEP004,JR027,2025-12-07,Company Website,Shortlisted
CAN004508,Charity,,DEP011,JR078,2024-12-07,Job Portal,Interviewed
CAN004509,Grace,Nnamani,DEP002,JR014,2024-07-12,Campus Recruitment,Offered
CAN004510,Sarah,Chukwu,DEP014,JR097,2022-07-10,Company Website,Shortlisted
CAN004511,Michael,Adetokunbo,DEP004,JR025,2019-02-19,LinkedIn,Hired
CAN004512,Gloria,Chukwu,DEP012,JR082,2022-11-23,LinkedIn,Interviewed
CAN004513,Simon,Oshodi,DEP015,JR103,2025-10-28,LinkedIn,Applied
CAN004514,Simon,Obi,DEP003,JR020,2023-09-17,Referral,Shortlisted
CAN004515,Deborah,Balogun,DEP006,JR046,2022-04-08,Company Website,Hired
CAN004516,Joseph,Ekwueme,DEP007,JR052,2020-06-19,Job Portal,Applied
CAN004517,Peter,Olawale,DEP013,JR091,2019-08-07,Referral,Interviewed
CAN004518,Nathaniel,Uche,DEP003,JR023,2024-03-12,LinkedIn,Applied
CAN004519,Gloria,Chukwu,DEP001,JR007,2021-11-08,LinkedIn,Hired
CAN004520,Hope,Balogun,DEP014,JR100,2021-11-24,Referral,Hired
CAN004521,Angela,Balogun,DEP013,JR089,2023-04-03,LinkedIn,Shortlisted
CAN004522,Joshua,Uche,DEP008,JR060,2019-09-01,Referral,Hired
CAN004523,Agnes,Chukwu,DEP003,JR018,2024-04-23,Company Website,Interviewed
CAN004524,Victoria,,DEP009,JR066,2021-09-05,Company Website,Unknown
CAN004525,Mark,,DEP013,JR092,2025-01-07,Referral,Offered
CAN004526,John,Oshodi,DEP002,JR013,2024-07-04,Referral,Offered
CAN004527,Paul,Nnamani,DEP013,JR091,2021-04-08,Company Website,Applied
CAN004528,Peace,Balogun,DEP010,JR073,2020-03-14,LinkedIn,Hired
CAN004529,Deborah,Chukwu,DEP004,JR032,2020-07-24,LinkedIn,Offered
CAN004530,Stephen,Akinwale,DEP010,JR069,2025-10-21,Referral,Shortlisted
CAN004531,Hope,Obasanjo,DEP015,JR102,2022-11-04,Company Website,Rejected
CAN004532,Angela,Ojo,DEP011,JR078,2023-08-22,LinkedIn,Hired
CAN004533,Mary,Adetokunbo,DEP002,JR014,2023-03-16,Job Portal,Rejected
CAN004534,Agnes,Uche,DEP007,JR052,2019-08-18,Referral,Interviewed
CAN004535,Agnes,Eze,DEP004,JR026,2020-11-24,Company Website,Applied
CAN004536,Daniel,Ojo,DEP001,JR005,2025-08-16,Company Website,Hired
CAN004537,Gabriel,Nnamani,DEP010,JR073,2025-12-02,Job Portal,Hired
CAN004538,Samuel,Oyekan,DEP001,JR005,2023-07-08,Job Portal,Offered
CAN004539,Sarah,Eze,DEP012,JR088,2020-11-08,Company Website,Applied
CAN004540,Joseph,Adetokunbo,DEP006,JR045,2024-12-14,Indeed,Interviewed
CAN004541,Juliet,Nnamani,DEP007,JR052,2019-04-24,LinkedIn,Applied
CAN004542,Faith,,DEP006,JR045,2023-11-18,Referral,Interviewed
CAN004543,Emmanuel,Obi,DEP005,JR040,2024-07-07,Campus Recruitment,Shortlisted
CAN004544,Esther,Ibrahim,DEP004,JR028,2019-12-23,Job Portal,Offered
CAN004545,Peace,Okafor,DEP004,JR033,2025-12-04,Referral,Applied
CAN004546,Philip,Ibrahim,DEP015,JR102,2022-06-02,Referral,Shortlisted
CAN004547,Angela,Ibrahim,DEP013,JR089,2023-11-21,Referral,Interviewed
CAN004548,Joseph,Adeyemi,DEP011,JR076,2020-06-10,Job Portal,Applied
CAN004549,David,Okafor,DEP009,JR068,2021-09-25,Campus Recruitment,Rejected
CAN004550,Elizabeth,Chukwu,DEP015,JR102,2019-10-13,Company Website,Hired
CAN004551,Mary,Chukwu,DEP002,JR009,2025-01-09,Job Portal,Shortlisted
CAN004552,Daniel,Akinwale,DEP003,JR017,2019-08-22,Campus Recruitment,Offered
CAN004553,Sarah,Adetokunbo,DEP004,JR032,2019-10-20,LinkedIn,Offered
CAN004554,Samuel,Okonkwo,DEP001,JR001,2019-10-18,LinkedIn,Hired
CAN004555,Philip,Okafor,DEP001,JR003,2022-02-15,Company Website,Hired
CAN004556,Victoria,Uche,DEP003,JR019,2025-10-02,Referral,Applied
CAN004557,Angela,Oshodi,DEP010,JR071,2020-06-15,Job Portal,Rejected
CAN004558,Samuel,Nnamani,DEP004,JR030,2022-07-25,Campus Recruitment,Hired
CAN004559,Mark,Adetokunbo,DEP008,JR063,2023-08-26,Company Website,Applied
CAN004560,Sarah,Okonkwo,DEP005,JR037,2020-02-21,Campus Recruitment,Shortlisted
CAN004561,Emmanuel,Balogun,DEP007,JR057,2019-04-13,Job Portal,Rejected
CAN004562,Joshua,Ojo,DEP009,JR067,2023-04-14,Campus Recruitment,Unknown
CAN004563,Blessing,Olawale,DEP013,JR093,2021-10-10,Job Portal,Interviewed
CAN004564,Grace,Nnamani,DEP004,JR032,2023-12-06,Company Website,Hired
CAN004565,Nathaniel,Akinwale,DEP004,JR031,2024-11-01,Referral,Offered
CAN004566,David,Okafor,DEP013,JR090,2021-02-14,Referral,Applied
CAN004567,Elizabeth,Ojo,DEP001,JR006,2019-11-09,Referral,Applied
